timestamp_s,cte_px,for_spd,turn_spd,delta_turn_spd,line_detected
8.713,-14.33,0.3365,6.8083,408.4997,1
8.731,-14.31,0.3365,0.1069,402.0851,1
8.762,-14.32,0.3365,0.1118,0.2919,1
8.788,-14.32,0.3365,0.1115,0.0141,1
8.82,-14.32,0.3365,0.1115,0.0,1
8.853,-14.3,0.3365,0.1068,0.2825,1
8.884,-14.3,0.3365,0.1115,0.2778,1
8.916,-14.3,0.3365,0.1115,0.0,1
8.965,-14.31,0.3365,0.1159,0.2681,1
8.996,-14.33,0.3365,0.1162,0.0184,1
9.028,-14.33,0.3365,0.1116,0.2775,1
9.06,-14.31,0.3365,0.1069,0.2821,1
9.092,-14.32,0.3365,0.1118,0.2919,1
9.125,-14.32,0.3365,0.1115,0.0141,1
9.157,-14.32,0.3365,0.1115,0.0,1
9.188,-14.3,0.3365,0.1068,0.2825,1
9.22,-14.3,0.3365,0.1115,0.2778,1
9.253,-14.3,0.3365,0.1115,0.0,1
9.284,-14.31,0.3365,0.1159,0.2681,1
9.316,-14.31,0.3365,0.1115,0.2637,1
9.348,-14.31,0.3365,0.1115,0.0,1
9.396,-14.32,0.3365,0.1118,0.0143,1
9.428,-14.32,0.3365,0.1115,0.0141,1
9.46,-14.32,0.3365,0.1115,0.0,1
9.492,-14.3,0.3365,0.1068,0.2825,1
9.524,-14.3,0.3365,0.1115,0.2778,1
9.556,-14.31,0.3365,0.1159,0.2681,1
9.588,-14.31,0.3365,0.1115,0.2637,1
9.62,-14.33,0.3365,0.1162,0.2821,1
9.652,-14.31,0.3365,0.1069,0.5597,1
9.684,-14.32,0.3365,0.1118,0.2919,1
9.717,-14.32,0.3365,0.1115,0.0141,1
9.764,-14.32,0.3365,0.1115,0.0,1
9.797,-14.3,0.3365,0.1068,0.2825,1
9.828,-14.3,0.3365,0.1115,0.2778,1
9.86,-14.3,0.3365,0.1115,0.0,1
9.893,-14.31,0.3365,0.1159,0.2681,1
9.924,-14.33,0.3365,0.1162,0.0184,1
9.956,-14.33,0.3365,0.1116,0.2775,1
9.988,-14.31,0.3365,0.1069,0.2821,1
10.02,-14.32,0.3365,0.1118,0.2919,1
10.052,-14.32,0.3365,0.1115,0.0141,1
10.084,-14.3,0.3365,0.1068,0.2825,1
10.116,-14.3,0.3365,0.1115,0.2778,1
10.197,-14.31,0.3365,0.1159,0.2681,1
10.26,-14.31,0.3365,0.1115,0.2637,1
10.292,-14.33,0.3365,0.1162,0.2821,1
10.324,-14.31,0.3365,0.1069,0.5597,1
10.356,-14.32,0.3365,0.1118,0.2919,1
10.389,-14.32,0.3365,0.1115,0.0141,1
10.421,-14.32,0.3365,0.1115,0.0,1
10.452,-14.3,0.3365,0.1068,0.2825,1
10.484,-14.3,0.3365,0.1115,0.2778,1
10.516,-14.3,0.3365,0.1115,0.0,1
10.565,-14.31,0.3365,0.1159,0.2681,1
10.596,-14.33,0.3365,0.1162,0.0184,1
10.628,-14.31,0.3365,0.1069,0.5597,1
10.66,-14.31,0.3365,0.1115,0.2775,1
10.692,-14.32,0.3365,0.1118,0.0143,1
10.725,-14.32,0.3365,0.1115,0.0141,1
10.756,-14.32,0.3365,0.1115,0.0,1
10.788,-14.3,0.3365,0.1068,0.2825,1
10.82,-14.3,0.3365,0.1115,0.2778,1
10.852,-14.31,0.3365,0.1159,0.2681,1
10.885,-14.31,0.3365,0.1115,0.2637,1
10.916,-14.33,0.3365,0.1162,0.2821,1
10.949,-14.31,0.3365,0.1069,0.5597,1
10.996,-14.31,0.3365,0.1115,0.2775,1
11.028,-14.32,0.3365,0.1118,0.0143,1
11.06,-14.3,0.3365,0.1068,0.2966,1
11.092,-14.3,0.3365,0.1115,0.2778,1
11.124,-14.3,0.3365,0.1115,0.0,1
11.156,-14.31,0.3365,0.1159,0.2681,1
11.188,-14.31,0.3365,0.1115,0.2637,1
11.22,-14.33,0.3365,0.1162,0.2821,1
11.252,-14.31,0.3365,0.1069,0.5597,1
11.285,-14.32,0.3365,0.1118,0.2919,1
11.317,-14.32,0.3365,0.1115,0.0141,1
11.364,-14.32,0.3365,0.1115,0.0,1
11.396,-14.3,0.3365,0.1068,0.2825,1
11.428,-14.3,0.3365,0.1115,0.2778,1
11.46,-14.3,0.3365,0.1115,0.0,1
11.492,-14.31,0.3365,0.1159,0.2681,1
11.525,-14.31,0.3365,0.1115,0.2637,1
11.556,-14.33,0.3365,0.1162,0.2821,1
11.588,-14.31,0.3365,0.1069,0.5597,1
11.62,-14.31,0.3365,0.1115,0.2775,1
11.652,-14.32,0.3365,0.1118,0.0143,1
11.685,-14.32,0.3365,0.1115,0.0141,1
11.717,-14.32,0.3365,0.1115,0.0,1
11.764,-14.3,0.3365,0.1068,0.2825,1
11.797,-14.3,0.3365,0.1115,0.2778,1
11.828,-14.3,0.3365,0.1115,0.0,1
11.86,-14.31,0.3365,0.1159,0.2681,1
11.892,-14.33,0.3365,0.1162,0.0184,1
11.956,-12.83,0.339,-0.5691,41.1196,1
11.988,-12.83,0.339,0.1005,40.1725,1
12.02,-12.44,0.3396,-0.0752,10.5421,1
12.052,-12.33,0.3398,0.0434,7.1202,1
12.085,-12.28,0.3399,0.073,1.774,1
12.116,-12.22,0.34,0.0726,0.0257,1
12.164,-12.22,0.34,0.0959,1.4009,1
12.196,-12.14,0.3401,0.0594,2.1882,1
12.228,-12.3,0.3399,0.1668,6.444,1
12.26,-12.3,0.3399,0.0965,4.2213,1
12.292,-12.76,0.3391,0.3086,12.7254,1
12.325,-12.8,0.3391,0.1155,11.5863,1
12.356,-13.16,0.3385,0.2649,8.9686,1
12.388,-13.16,0.3385,0.1029,9.7218,1
12.42,-13.36,0.3381,0.198,5.7073,1
12.453,-13.42,0.338,0.131,4.0219,1
12.484,-13.13,0.3385,-0.0264,9.4425,1
12.517,-13.13,0.3385,0.1028,7.7477,1
12.549,-12.9,0.3389,-0.0025,6.3145,1
12.596,-12.61,0.3394,-0.035,1.9534,1
12.628,-12.3,0.3399,-0.0446,0.5711,1
12.66,-12.3,0.3399,0.0964,8.4606,1
12.692,-11.12,0.3417,-0.4467,32.5887,1
12.724,-10.07,0.3431,-0.4018,2.6945,1
12.756,-9.35,0.344,-0.2607,8.4676,1
12.788,-7.47,0.3462,-0.8163,33.3363,1
12.82,-6.37,0.3472,-0.4704,20.7527,1
12.853,-6.37,0.3472,0.0507,31.2633,1
12.885,-4.3,0.3487,-0.9487,59.9598,1
12.916,-3.38,0.3492,-0.4079,32.4468,1
12.964,-3.38,0.3492,0.027,26.0952,1
12.996,-2.17,0.3497,-0.5623,35.3597,1
13.028,-1.82,0.3498,-0.1526,24.5842,1
13.06,-2.19,0.3497,0.1942,20.8028,1
13.092,-2.78,0.3495,0.3048,6.637,1
13.124,-4.0,0.3489,0.615,18.6109,1
13.156,-4.0,0.3489,0.032,34.9799,1
13.188,-7.03,0.3466,1.4911,87.5508,1
13.22,-9.41,0.344,1.1859,18.3123,1
13.252,-11.58,0.341,1.0865,5.9671,1
13.285,-11.58,0.341,0.091,59.7291,1
13.317,-16.88,0.3316,2.4831,143.5242,1
13.364,-19.98,0.325,1.4618,61.2779,1
13.396,-19.98,0.325,0.152,78.5838,1
13.428,NaN,0.325,0.152,0.0,0
13.46,NaN,0.325,0.152,0.0,0
13.493,NaN,0.325,0.152,0.0,0
13.524,NaN,0.325,0.152,0.0,0
13.556,-28.15,0.305,3.3875,194.1278,1
13.62,-27.85,0.3058,0.094,197.612,1
13.652,-26.63,0.3089,-0.2553,20.9568,1
13.685,-26.63,0.3089,0.1957,27.0631,1
13.716,-22.68,0.3187,-1.3535,92.9561,1
13.764,-20.01,0.3249,-0.9322,25.2809,1
13.796,-20.01,0.3249,0.1523,65.0669,1
13.828,-12.36,0.3398,-3.2248,202.6224,1
13.86,-7.53,0.3461,-2.1658,63.5408,1
13.892,-7.53,0.3461,0.0598,133.5344,1
13.925,2.54,0.3496,-4.8264,293.17,1
13.956,8.13,0.3455,-2.7138,126.7551,1
13.988,8.13,0.3455,-0.0644,158.9595,1
14.02,18.06,0.3292,-4.592,271.6509,1
14.052,22.63,0.3189,-2.0499,152.5211,1
14.085,22.63,0.3189,-0.17,112.7966,1
14.116,29.49,0.3015,-2.8011,157.864,1
14.164,32.46,0.2936,-1.2635,92.2534,1
14.196,34.54,0.288,-0.9302,20.0005,1
14.228,34.54,0.288,-0.2418,41.3007,1
14.261,36.79,0.2819,-0.968,43.5685,1
14.293,37.49,0.28,-0.4743,29.6225,1
14.325,38.18,0.2782,-0.4736,0.038,1
14.357,38.18,0.2782,-0.2609,12.7641,1
14.388,39.81,0.2738,-0.755,29.6451,1
14.421,39.81,0.2738,-0.269,29.1591,1
14.452,39.81,0.2738,-0.269,0.0,1
14.485,40.13,0.273,-0.3625,5.6084,1
14.516,40.13,0.273,-0.2705,5.5164,1
14.549,39.07,0.2758,0.0478,19.0961,1
14.596,38.08,0.2784,0.0371,0.6363,1
14.628,38.08,0.2784,-0.2603,17.8493,1
14.661,34.91,0.287,0.7494,60.5821,1
14.692,32.92,0.2923,0.4204,19.7377,1
14.724,32.92,0.2923,-0.2329,39.198,1
14.757,27.96,0.3055,1.5328,105.9439,1
14.788,25.22,0.3125,0.8396,41.5916,1
14.82,25.22,0.3125,-0.1868,61.589,1
14.853,18.87,0.3274,2.4034,155.4175,1
14.885,15.78,0.3338,1.2057,71.8641,1
14.917,15.78,0.3338,-0.1222,79.6776,1
14.964,9.62,0.3437,2.699,169.2777,1
14.996,6.96,0.3467,1.1835,90.9354,1
15.028,6.96,0.3467,-0.0553,74.3284,1
15.061,NaN,0.3467,-0.0553,0.0,0
15.092,NaN,0.3467,-0.0553,0.0,0
15.125,NaN,0.3467,-0.0553,0.0,0
15.156,NaN,0.3467,-0.0553,0.0,0
15.188,NaN,0.3467,-0.0553,0.0,0
15.221,NaN,0.3467,-0.0553,0.0,0
15.252,NaN,0.3467,-0.0553,0.0,0
15.316,NaN,0.3467,-0.0553,0.0,0
15.364,NaN,0.3467,-0.0553,0.0,0
15.396,NaN,0.3467,-0.0553,0.0,0
15.428,NaN,0.3467,-0.0553,0.0,0
15.46,NaN,0.3467,-0.0553,0.0,0
15.492,19.41,0.3263,-5.7148,339.5676,1
15.524,23.78,0.3161,-1.9434,226.2836,1
15.556,28.4,0.3043,-1.9521,0.5182,1
15.588,28.4,0.3043,-0.2066,104.7243,1
15.62,39.19,0.2755,-3.8212,216.8724,1
15.652,45.07,0.26,-1.945,112.573,1
15.684,45.07,0.26,-0.2934,99.0926,1
15.716,57.75,0.2291,-3.3091,180.9414,1
15.748,64.0,0.2155,-1.5735,104.1372,1
15.796,64.0,0.2155,-0.363,72.6274,1
15.828,74.52,0.195,-2.1248,105.7037,1
15.86,78.86,0.1874,-1.0243,66.031,1
15.892,82.24,0.1818,-0.8607,9.8149,1
15.924,82.24,0.1818,-0.4098,27.0521,1
15.956,86.62,0.175,-0.9652,33.3223,1
15.989,87.82,0.1732,-0.5645,24.0432,1
16.02,88.21,0.1726,-0.4671,5.8431,1
16.052,88.21,0.1726,-0.422,2.7015,1
16.085,87.0,0.1744,-0.2775,8.6723,1
16.116,85.88,0.1761,-0.283,0.3316,1
16.164,82.53,0.1814,0.0093,17.5371,1
16.196,80.54,0.1846,-0.1449,9.2515,1
16.228,80.54,0.1846,-0.4061,15.669,1
16.26,75.35,0.1935,0.3326,44.324,1
16.293,72.59,0.1985,0.0287,18.2357,1
16.325,72.59,0.1985,-0.387,24.9459,1
16.357,66.06,0.2112,0.7039,65.4575,1
16.389,62.51,0.2186,0.2846,25.1593,1
16.42,62.51,0.2186,-0.3584,38.5821,1
16.452,55.12,0.2352,1.1557,90.847,1
16.485,51.24,0.2444,0.5546,36.0668,1
16.516,51.24,0.2444,-0.3191,52.4172,1
16.564,43.67,0.2636,1.6265,116.7314,1
16.596,40.04,0.2732,0.7544,52.3253,1
16.628,40.04,0.2732,-0.2701,61.468,1
16.66,-132.14,0.1239,45.7069,2758.6206,1
16.692,-123.09,0.1317,-0.1049,2748.7097,1
16.724,-123.09,0.1317,0.474,34.7334,1
16.756,NaN,0.1317,0.474,0.0,0
16.788,NaN,0.1317,0.474,0.0,0
16.821,NaN,0.1317,0.474,0.0,0
16.852,NaN,0.1317,0.474,0.0,0
16.884,NaN,0.1317,0.474,0.0,0
16.916,NaN,0.1317,0.474,0.0,0
16.964,NaN,0.1317,0.474,0.0,0
17.028,NaN,0.1317,0.474,0.0,0
17.06,NaN,0.1317,0.474,0.0,0
17.093,NaN,0.1317,0.474,0.0,0
17.125,NaN,0.1317,0.474,0.0,0
17.156,NaN,0.1317,0.474,0.0,0
17.188,NaN,0.1317,0.474,0.0,0
17.22,20.31,0.3243,-37.8544,2299.7027,1
17.253,20.31,0.3243,-0.1544,2262.0027,1
17.285,19.45,0.3262,0.2083,21.7622,1
17.316,19.92,0.3251,-0.3472,33.3335,1
17.364,19.92,0.3251,-0.1517,11.7325,1
17.396,21.83,0.3208,-0.9443,47.555,1
17.428,22.96,0.3181,-0.6251,19.1502,1
17.46,22.96,0.3181,-0.1722,27.1724,1
17.492,25.66,0.3114,-1.2372,63.8998,1
17.524,27.19,0.3075,-0.7712,27.9599,1
17.557,27.19,0.3075,-0.1992,34.3204,1
17.589,30.12,0.2998,-1.2764,64.6316,1
17.62,31.64,0.2958,-0.7542,31.3337,1
17.653,31.64,0.2958,-0.2257,31.7098,1
17.685,34.92,0.2869,-1.3363,66.6377,1
17.716,36.53,0.2826,-0.7627,34.4162,1
17.764,36.53,0.2826,-0.2524,30.6187,1
17.797,39.84,0.2737,-1.2731,61.2429,1
17.828,39.84,0.2737,-0.2691,60.2389,1
17.86,40.91,0.2709,-0.5842,18.9068,1
17.892,41.01,0.2706,-0.3043,16.7973,1
17.925,41.01,0.2706,-0.2748,1.7701,1
17.956,40.21,0.2727,-0.0398,14.0963,1
17.988,39.41,0.2749,-0.0308,0.5417,1
18.02,39.41,0.2749,-0.267,14.1708,1
18.052,35.68,0.2849,0.8954,69.7447,1
18.085,33.58,0.2906,0.4457,26.9862,1
18.116,31.03,0.2974,0.6402,11.6731,1
18.165,31.03,0.2974,-0.2222,51.7436,1
18.197,24.59,0.3141,2.1792,144.0835,1
18.228,20.68,0.3234,1.3998,46.767,1
18.26,16.84,0.3317,1.4844,5.0796,1
18.292,16.84,0.3317,-0.13,96.863,1
18.325,8.87,0.3446,3.5156,218.7365,1
18.356,4.6,0.3485,1.9728,92.5683,1
18.388,4.6,0.3485,-0.0367,120.5728,1
18.421,-3.06,0.3493,3.692,223.7244,1
18.453,-6.53,0.3471,1.7023,119.3862,1
18.484,-6.53,0.3471,0.0519,99.0203,1
18.516,-11.74,0.3407,2.5113,147.5648,1
18.565,-13.56,0.3378,0.9297,94.9007,1
18.596,-13.56,0.3378,0.106,49.4213,1
18.628,-15.11,0.335,0.8019,41.7565,1
18.66,-15.14,0.335,0.131,40.254,1
18.724,-15.14,0.335,0.1176,0.8045,1
18.756,-12.92,0.3389,-0.884,60.0954,1
18.788,-11.2,0.3415,-0.6931,11.4548,1
18.82,-9.04,0.3444,-0.9264,14.0003,1
18.852,-9.04,0.3444,0.0715,59.8765,1
18.885,-2.77,0.3495,-2.9396,180.6693,1
18.916,1.1,0.3499,-1.8651,64.4698,1
18.964,1.1,0.3499,-0.0088,111.3814,1
18.997,10.73,0.3422,-4.6311,277.3368,1
19.028,16.02,0.3333,-2.4922,128.334,1
19.06,16.02,0.3333,-0.124,142.0882,1
19.092,27.01,0.3079,-4.6455,271.2864,1
19.125,32.5,0.2934,-2.1768,148.1223,1
19.156,32.5,0.2934,-0.2306,116.7706,1
19.188,41.71,0.2688,-3.1282,173.8557,1
19.22,45.62,0.2586,-1.3615,105.9981,1
19.252,45.62,0.2586,-0.2958,63.9418,1
19.285,51.33,0.2442,-1.7328,86.2151,1
19.316,53.6,0.2387,-0.8473,53.1253,1
19.364,53.6,0.2387,-0.3281,31.1572,1
19.396,55.59,0.2341,-0.7711,26.5833,1
19.428,55.88,0.2334,-0.3989,22.3305,1
19.46,55.88,0.2334,-0.3364,3.7545,1
19.492,54.78,0.2359,-0.0951,14.4728,1
19.524,53.8,0.2383,-0.1128,1.0587,1
19.556,50.6,0.246,0.4182,31.8592,1
19.588,48.6,0.251,0.1753,14.5736,1
19.62,48.6,0.251,-0.3085,29.0279,1
19.653,42.98,0.2654,1.1858,89.6561,1
19.685,39.77,0.2739,0.6458,32.3976,1
19.716,39.77,0.2739,-0.2688,54.8742,1
19.764,32.11,0.2945,2.1967,147.9291,1
19.796,27.86,0.3057,1.297,53.9825,1
19.828,27.86,0.3057,-0.2033,90.0212,1
19.86,19.0,0.3272,3.3405,212.6317,1
19.892,14.58,0.336,1.7921,92.9073,1
19.924,14.58,0.336,-0.1135,114.3331,1
19.956,6.86,0.3468,3.4828,215.7778,1
19.988,3.49,0.3491,1.5703,114.7506,1
20.02,3.49,0.3491,-0.0279,95.8917,1
20.052,-1.81,0.3498,2.5546,154.9517,1
20.084,-4.05,0.3489,1.1051,86.9719,1
20.116,-4.05,0.3489,0.0323,64.3668,1
20.164,-6.52,0.3471,1.226,71.6209,1
20.197,-7.01,0.3466,0.2861,56.3953,1
20.228,-7.01,0.3466,0.0557,13.8211,1
20.26,-6.47,0.3471,-0.2045,15.6147,1
20.292,-5.65,0.3478,-0.3452,8.4446,1
20.324,-5.65,0.3478,0.045,23.4131,1
20.356,-3.02,0.3494,-1.2243,76.1585,1
20.42,-0.96,0.3499,-0.9835,14.4476,1
20.452,-0.96,0.3499,0.0076,59.4712,1
20.485,4.16,0.3488,-2.4836,149.4753,1
20.517,7.93,0.3457,-1.8458,38.27,1
20.564,7.93,0.3457,-0.0629,106.972,1
20.596,15.19,0.3349,-3.4197,201.4079,1
20.628,19.12,0.3269,-1.8376,94.9284,1
20.661,19.12,0.3269,-0.1461,101.4863,1
20.692,26.78,0.3085,-3.2298,185.0229,1
20.724,30.36,0.2992,-1.5132,102.9981,1
20.756,30.36,0.2992,-0.2183,77.6967,1
20.788,NaN,0.2992,-0.2183,0.0,0
20.82,NaN,0.2992,-0.2183,0.0,0
20.852,NaN,0.2992,-0.2183,0.0,0
20.885,NaN,0.2992,-0.2183,0.0,0
20.916,NaN,0.2992,-0.2183,0.0,0
20.964,NaN,0.2992,-0.2183,0.0,0
20.996,36.77,0.282,-2.3745,129.3723,1
21.028,37.14,0.281,-0.3711,120.2026,1
21.061,37.14,0.281,-0.2555,6.9333,1
21.092,32.91,0.2924,1.1287,83.0523,1
21.124,30.35,0.2992,0.6594,28.1529,1
21.156,26.7,0.3087,1.1268,28.0381,1
21.188,18.5,0.3283,3.124,119.8323,1
21.22,18.5,0.3283,-0.1417,195.942,1
21.253,8.34,0.3452,4.4742,276.9557,1
21.284,8.34,0.3452,-0.0661,272.4154,1
21.316,-3.39,0.3492,5.6185,341.0742,1
21.349,-9.27,0.3441,2.8477,166.246,1
21.396,-9.27,0.3441,0.0734,166.4625,1
21.428,-20.05,0.3248,4.9053,289.9172,1
21.46,-24.95,0.3132,2.1391,165.971,1
21.493,-24.95,0.3132,0.1851,117.2394,1
21.524,-32.34,0.2939,2.9008,162.9422,1
21.557,-35.25,0.2861,1.2044,101.7891,1
21.589,-35.25,0.2861,0.2456,57.5231,1
21.62,-38.75,0.2766,1.349,66.2021,1
21.652,-39.78,0.2739,0.5736,46.5226,1
21.685,-39.78,0.2739,0.2688,18.2893,1
21.716,-41.02,0.2706,0.6372,22.104,1
21.764,-41.4,0.2696,0.3835,15.2226,1
21.797,-41.57,0.2691,0.3275,3.3606,1
21.828,-41.57,0.2691,0.2775,3.0015,1
21.86,-41.25,0.27,0.1828,5.6773,1
21.892,-40.61,0.2717,0.0896,5.595,1
21.924,-39.61,0.2743,-0.0237,6.7962,1
21.956,-39.61,0.2743,0.268,17.5004,1
21.989,-36.52,0.2826,-0.6866,57.2756,1
22.02,-34.15,0.289,-0.5205,9.9683,1
22.085,-28.44,0.3042,-1.7615,74.4641,1
22.165,-25.06,0.3129,-1.0737,41.2699,1
22.196,-25.06,0.3129,0.1859,75.5745,1
22.228,-17.39,0.3306,-2.9873,190.3929,1
22.26,-13.19,0.3384,-1.7383,74.9404,1
22.293,-8.98,0.3445,-1.8521,6.8265,1
22.325,-8.98,0.3445,0.0711,115.393,1
22.356,-1.55,0.3498,-3.5119,214.9794,1
22.388,1.83,0.3498,-1.6371,112.4892,1
22.42,1.83,0.3498,-0.0147,97.3435,1
22.452,8.48,0.3451,-3.2209,192.376,1
22.485,NaN,0.3451,-3.2209,0.0,0
22.516,NaN,0.3451,-3.2209,0.0,0
22.548,NaN,0.3451,-3.2209,0.0,0
22.596,NaN,0.3451,-3.2209,0.0,0
22.628,NaN,0.3451,-3.2209,0.0,0
22.66,NaN,0.3451,-3.2209,0.0,0
22.692,NaN,0.3451,-3.2209,0.0,0
22.724,NaN,0.3451,-3.2209,0.0,0
22.756,NaN,0.3451,-3.2209,0.0,0
22.788,NaN,0.3451,-3.2209,0.0,0
22.82,NaN,0.3451,-3.2209,0.0,0
22.852,NaN,0.3451,-3.2209,0.0,0
22.885,-19.12,0.3269,12.9443,969.9132,1
22.916,-26.5,0.3092,3.1279,588.9844,1
22.964,-44.6,0.2612,6.0756,176.8623,1
22.996,-55.16,0.2351,2.8789,191.8003,1
23.028,-55.16,0.2351,0.3338,152.708,1
23.06,-80.94,0.1839,4.7985,267.8858,1
23.092,-96.13,0.1615,2.2066,155.5136,1
23.124,-112.75,0.1419,1.9545,15.1305,1
23.156,-112.75,0.1419,0.4614,89.5868,1
23.188,-143.79,0.115,2.4805,121.1484,1
23.22,-151.14,0.1099,0.8647,96.9472,1
23.252,-151.14,0.1099,0.5005,21.851,1
23.285,NaN,0.1099,0.5005,0.0,0
23.316,NaN,0.1099,0.5005,0.0,0
23.364,NaN,0.1099,0.5005,0.0,0
23.396,NaN,0.1099,0.5005,0.0,0
23.428,NaN,0.1099,0.5005,0.0,0
23.46,NaN,0.1099,0.5005,0.0,0
23.492,NaN,0.1099,0.5005,0.0,0
23.524,NaN,0.1099,0.5005,0.0,0
23.556,NaN,0.1099,0.5005,0.0,0
23.588,NaN,0.1099,0.5005,0.0,0
23.62,NaN,0.1099,0.5005,0.0,0
23.652,NaN,0.1099,0.5005,0.0,0
23.684,NaN,0.1099,0.5005,0.0,0
23.716,NaN,0.1099,0.5005,0.0,0
23.764,NaN,0.1099,0.5005,0.0,0
23.828,NaN,0.1099,0.5005,0.0,0
23.86,NaN,0.1099,0.5005,0.0,0
23.892,NaN,0.1099,0.5005,0.0,0
23.924,NaN,0.1099,0.5005,0.0,0
23.956,NaN,0.1099,0.5005,0.0,0
23.988,NaN,0.1099,0.5005,0.0,0
24.02,NaN,0.1099,0.5005,0.0,0
24.052,NaN,0.1099,0.5005,0.0,0
24.084,NaN,0.1099,0.5005,0.0,0
24.116,NaN,0.1099,0.5005,0.0,0
24.164,NaN,0.1099,0.5005,0.0,0
24.197,NaN,0.1099,0.5005,0.0,0
24.228,NaN,0.1099,0.5005,0.0,0
24.26,NaN,0.1099,0.5005,0.0,0
24.292,NaN,0.1099,0.5005,0.0,0
24.324,NaN,0.1099,0.5005,0.0,0
24.356,NaN,0.1099,0.5005,0.0,0
24.389,NaN,0.1099,0.5005,0.0,0
24.42,NaN,0.1099,0.5005,0.0,0
24.452,NaN,0.1099,0.5005,0.0,0
24.485,NaN,0.1099,0.5005,0.0,0
24.516,NaN,0.1099,0.5005,0.0,0
24.564,NaN,0.1099,0.5005,0.0,0
24.596,NaN,0.1099,0.5005,0.0,0
24.628,NaN,0.1099,0.5005,0.0,0
24.66,NaN,0.1099,0.5005,0.0,0
24.692,NaN,0.1099,0.5005,0.0,0
24.724,NaN,0.1099,0.5005,0.0,0
24.756,NaN,0.1099,0.5005,0.0,0
24.788,NaN,0.1099,0.5005,0.0,0
24.82,NaN,0.1099,0.5005,0.0,0
24.853,NaN,0.1099,0.5005,0.0,0
24.885,NaN,0.1099,0.5005,0.0,0
24.916,NaN,0.1099,0.5005,0.0,0
24.964,NaN,0.1099,0.5005,0.0,0
24.996,NaN,0.1099,0.5005,0.0,0
25.028,NaN,0.1099,0.5005,0.0,0
25.06,NaN,0.1099,0.5005,0.0,0
25.092,NaN,0.1099,0.5005,0.0,0
25.124,-116.65,0.1379,-1.585,125.1287,1
25.156,-116.65,0.1379,0.4663,123.0774,1
25.188,NaN,0.1379,0.4663,0.0,0
25.22,NaN,0.1379,0.4663,0.0,0
25.252,NaN,0.1379,0.4663,0.0,0
25.285,NaN,0.1379,0.4663,0.0,0
25.317,NaN,0.1379,0.4663,0.0,0
25.365,NaN,0.1379,0.4663,0.0,0
25.396,NaN,0.1379,0.4663,0.0,0
25.428,NaN,0.1379,0.4663,0.0,0
25.46,NaN,0.1379,0.4663,0.0,0
25.524,NaN,0.1379,0.4663,0.0,0
25.556,-112.41,0.1422,0.1348,19.8899,1
25.588,-112.41,0.1422,0.4609,19.5639,1
25.62,-133.35,0.1229,1.9202,87.5574,1
25.653,NaN,0.1229,1.9202,0.0,0
25.684,NaN,0.1229,1.9202,0.0,0
25.716,NaN,0.1229,1.9202,0.0,0
25.764,NaN,0.1229,1.9202,0.0,0
25.796,NaN,0.1229,1.9202,0.0,0
25.828,NaN,0.1229,1.9202,0.0,0
25.86,NaN,0.1229,1.9202,0.0,0
25.892,NaN,0.1229,1.9202,0.0,0
25.924,NaN,0.1229,1.9202,0.0,0
25.956,NaN,0.1229,1.9202,0.0,0
25.988,NaN,0.1229,1.9202,0.0,0
26.02,NaN,0.1229,1.9202,0.0,0
26.053,NaN,0.1229,1.9202,0.0,0
26.085,NaN,0.1229,1.9202,0.0,0
26.116,NaN,0.1229,1.9202,0.0,0
26.164,NaN,0.1229,1.9202,0.0,0
26.196,NaN,0.1229,1.9202,0.0,0
26.228,NaN,0.1229,1.9202,0.0,0
26.26,NaN,0.1229,1.9202,0.0,0
26.292,NaN,0.1229,1.9202,0.0,0
26.325,NaN,0.1229,1.9202,0.0,0
26.357,-150.89,0.1101,1.43,29.4094,1
26.388,-150.89,0.1101,0.5003,55.7829,1
26.42,-145.14,0.114,0.213,17.2376,1
26.452,-141.54,0.1166,0.3048,5.5063,1
26.485,-141.54,0.1166,0.4925,11.2611,1
26.516,-132.34,0.1237,-0.0356,31.6862,1
26.564,NaN,0.1237,-0.0356,0.0,0
26.596,NaN,0.1237,-0.0356,0.0,0
26.628,NaN,0.1237,-0.0356,0.0,0
26.66,NaN,0.1237,-0.0356,0.0,0
26.692,NaN,0.1237,-0.0356,0.0,0
26.725,NaN,0.1237,-0.0356,0.0,0
26.756,NaN,0.1237,-0.0356,0.0,0
26.788,NaN,0.1237,-0.0356,0.0,0
26.82,NaN,0.1237,-0.0356,0.0,0
26.853,NaN,0.1237,-0.0356,0.0,0
26.884,NaN,0.1237,-0.0356,0.0,0
26.916,-142.46,0.1159,1.0617,65.8417,1
26.964,-141.19,0.1168,0.4246,38.2312,1
26.996,-141.19,0.1168,0.4922,4.0571,1
27.028,-139.2,0.1183,0.3828,6.5625,1
27.06,-138.32,0.119,0.4413,3.5085,1
27.092,-137.21,0.1198,0.4265,0.8835,1
27.124,-137.21,0.1198,0.4885,3.7196,1
27.188,-135.44,0.1212,0.3857,6.1677,1
27.252,-135.44,0.1212,0.4869,6.0666,1
27.285,-133.35,0.1229,0.363,7.4297,1
27.316,-132.35,0.1237,0.4241,3.667,1
27.364,-132.35,0.1237,0.4838,3.5813,1
27.396,-129.8,0.1258,0.3259,9.4767,1
27.428,-128.42,0.127,0.3936,4.0626,1
27.46,-127.02,0.1282,0.3891,0.2722,1
27.492,-127.02,0.1282,0.4783,5.3555,1
27.524,-124.05,0.1308,0.2798,11.9124,1
