timestamp_s,pred_class,soft_err,cte_px,for_spd,turn_spd,delta_turn_spd,off_line_prob,off_line
13.251,off_line,0.0348,NaN,0.05,0.0,0.0,0.9104,1
13.286,off_line,0.031,NaN,0.05,0.0,0.0,0.907,1
13.316,off_line,0.031,NaN,0.05,0.0,0.0,0.907,1
13.364,off_line,0.0403,NaN,0.05,0.0,0.0,0.9088,1
13.399,off_line,0.0382,NaN,0.05,0.0,0.0,0.9028,1
13.427,off_line,0.0382,NaN,0.05,0.0,0.0,0.9028,1
13.461,off_line,0.0476,NaN,0.05,0.0,0.0,0.8936,1
13.494,off_line,0.0461,NaN,0.05,0.0,0.0,0.8944,1
13.523,off_line,0.0324,NaN,0.05,0.0,0.0,0.9145,1
13.557,off_line,0.0324,NaN,0.05,0.0,0.0,0.9145,1
13.589,off_line,0.0486,NaN,0.05,0.0,0.0,0.89,1
13.622,off_line,0.0411,NaN,0.05,0.0,0.0,0.8901,1
13.652,off_line,0.0305,NaN,0.05,0.0,0.0,0.9121,1
13.715,off_line,0.0305,NaN,0.05,0.0,0.0,0.9121,1
13.764,off_line,0.0372,NaN,0.05,0.0,0.0,0.8934,1
13.796,off_line,0.0418,NaN,0.05,0.0,0.0,0.8811,1
13.829,off_line,0.0418,NaN,0.05,0.0,0.0,0.8811,1
13.861,off_line,0.0317,NaN,0.05,0.0,0.0,0.9002,1
13.894,off_line,0.0307,NaN,0.05,0.0,0.0,0.9021,1
13.925,off_line,0.0291,NaN,0.05,0.0,0.0,0.9076,1
13.957,off_line,0.0291,NaN,0.05,0.0,0.0,0.9076,1
13.989,off_line,0.0332,NaN,0.05,0.0,0.0,0.8988,1
14.022,off_line,0.0323,NaN,0.05,0.0,0.0,0.8964,1
14.054,off_line,0.0466,NaN,0.05,0.0,0.0,0.8894,1
14.085,off_line,0.0466,NaN,0.05,0.0,0.0,0.8894,1
14.117,off_line,0.0494,NaN,0.05,0.0,0.0,0.901,1
14.164,off_line,0.0482,NaN,0.05,0.0,0.0,0.9039,1
14.196,off_line,0.052,NaN,0.05,0.0,0.0,0.9003,1
14.229,off_line,0.052,NaN,0.05,0.0,0.0,0.9003,1
14.261,off_line,0.0601,NaN,0.05,0.0,0.0,0.8847,1
14.293,off_line,0.0697,NaN,0.05,0.0,0.0,0.8686,1
14.325,off_line,0.0697,NaN,0.05,0.0,0.0,0.8686,1
14.357,off_line,0.0419,NaN,0.05,0.0,0.0,0.897,1
14.39,off_line,0.0465,NaN,0.05,0.0,0.0,0.8944,1
14.42,off_line,0.0465,NaN,0.05,0.0,0.0,0.8944,1
14.453,off_line,0.0427,NaN,0.05,0.0,0.0,0.8974,1
14.485,off_line,0.0446,NaN,0.05,0.0,0.0,0.8943,1
14.516,off_line,0.0356,NaN,0.05,0.0,0.0,0.9075,1
14.563,off_line,0.0356,NaN,0.05,0.0,0.0,0.9075,1
14.598,off_line,0.0312,NaN,0.05,0.0,0.0,0.9044,1
14.629,off_line,0.0377,NaN,0.05,0.0,0.0,0.8985,1
14.661,off_line,0.0377,NaN,0.05,0.0,0.0,0.8985,1
14.693,off_line,0.0452,NaN,0.05,0.0,0.0,0.896,1
14.724,off_line,0.0436,NaN,0.05,0.0,0.0,0.8985,1
14.758,off_line,0.0436,NaN,0.05,0.0,0.0,0.8985,1
14.788,off_line,0.0424,NaN,0.05,0.0,0.0,0.9074,1
14.82,off_line,0.0537,NaN,0.05,0.0,0.0,0.8913,1
14.852,off_line,0.0537,NaN,0.05,0.0,0.0,0.8913,1
14.885,off_line,0.0501,NaN,0.05,0.0,0.0,0.8967,1
14.917,off_line,0.0501,NaN,0.05,0.0,0.0,0.8967,1
14.963,off_line,0.0464,NaN,0.05,0.0,0.0,0.9001,1
14.996,off_line,0.0522,NaN,0.05,0.0,0.0,0.8877,1
15.028,off_line,0.0513,NaN,0.05,0.0,0.0,0.8793,1
15.061,off_line,0.0513,NaN,0.05,0.0,0.0,0.8793,1
15.094,off_line,0.0435,NaN,0.05,0.0,0.0,0.879,1
15.126,off_line,0.0374,NaN,0.05,0.0,0.0,0.8935,1
15.157,off_line,0.0374,NaN,0.05,0.0,0.0,0.8935,1
15.189,off_line,0.0366,NaN,0.05,0.0,0.0,0.9028,1
15.22,off_line,0.0455,NaN,0.05,0.0,0.0,0.891,1
15.252,off_line,0.0562,NaN,0.05,0.0,0.0,0.878,1
15.285,off_line,0.0562,NaN,0.05,0.0,0.0,0.878,1
15.316,off_line,0.0364,NaN,0.05,0.0,0.0,0.905,1
15.364,off_line,0.1442,NaN,0.05,0.0,0.0,0.8086,1
15.427,off_line,0.1442,NaN,0.05,0.0,0.0,0.8086,1
15.462,right,0.6348,NaN,0.2389,1.0,60.0,0.3446,0
15.493,right,0.8525,NaN,0.2008,1.0,0.0,0.1361,0
15.525,right,0.8525,NaN,0.2008,0.3414,39.5173,0.1361,0
15.558,right,0.9938,NaN,0.1761,1.0,39.5173,0.0049,0
15.591,right,0.9927,NaN,0.1763,0.3927,36.4361,0.0028,0
15.62,right,0.9927,NaN,0.1763,0.398,0.315,0.0028,0
15.652,right,0.9847,NaN,0.1777,0.3563,2.5002,0.0024,0
15.685,right,0.9919,NaN,0.1764,0.4325,4.5707,0.0009,0
15.716,right,0.9919,NaN,0.1764,0.3981,2.0613,0.0009,0
15.764,right,0.996,NaN,0.1757,0.4197,1.2951,0.0002,0
15.795,right,0.9961,NaN,0.1757,0.4006,1.146,0.0,0
15.829,right,0.9961,NaN,0.1757,0.4003,0.018,0.0,0
15.862,right,0.9995,NaN,0.1751,0.4182,1.071,0.0,0
15.893,right,0.9992,145.48,0.1751,0.4003,1.0706,0.0,0
15.924,right,0.9979,132.58,0.1754,0.3954,0.2949,0.0,0
15.957,right,0.9979,132.58,0.1754,0.4017,0.3776,0.0,0
15.989,right,0.978,91.5,0.1788,0.2984,6.1957,0.0,0
16.022,right,0.9452,NaN,0.1846,0.2236,4.488,0.0,0
16.054,right,0.8853,NaN,0.1951,0.0696,9.2455,0.0,0
16.084,right,0.8853,NaN,0.1951,0.3573,17.2643,0.0,0
16.118,left,-0.0178,NaN,0.3469,-1.0,81.4374,0.0,0
16.164,left,-0.8077,NaN,0.2087,-1.0,0.0,0.0,0
16.198,left,-0.9119,NaN,0.1904,-0.8619,8.2842,0.0,0
16.229,left,-0.9119,NaN,0.1904,-0.362,29.9941,0.0,0
16.261,left,-0.9977,-130.86,0.1754,-0.8086,26.7922,0.0,0
16.293,left,-0.9987,-147.9,0.1752,-0.402,24.3912,0.0,0
16.324,left,-0.9987,-147.9,0.1752,-0.3973,0.2862,0.0,0
16.358,left,-1.0,NaN,0.175,-0.404,0.4015,0.0,0
16.391,left,-1.0,NaN,0.175,-0.3981,0.35,0.0,0
16.42,left,-1.0,NaN,0.175,-0.3983,0.0088,0.0,0
16.452,left,-1.0,NaN,0.175,-0.3984,0.0099,0.0,0
16.485,left,-1.0,NaN,0.175,-0.3986,0.0089,0.0,0
16.517,left,-1.0,NaN,0.175,-0.3988,0.0112,0.0,0
16.549,off_line,-0.0371,NaN,0.05,0.0,23.9267,0.8582,1
16.596,off_line,-0.0371,NaN,0.05,0.0,0.0,0.8582,1
16.628,off_line,0.0338,NaN,0.05,0.0,0.0,0.8674,1
16.661,off_line,0.0223,NaN,0.05,0.0,0.0,0.8864,1
16.693,off_line,0.0223,NaN,0.05,0.0,0.0,0.8897,1
16.724,off_line,0.0223,NaN,0.05,0.0,0.0,0.8897,1
16.756,off_line,0.0281,NaN,0.05,0.0,0.0,0.8912,1
16.79,off_line,0.0371,NaN,0.05,0.0,0.0,0.8732,1
16.822,off_line,0.0371,NaN,0.05,0.0,0.0,0.8732,1
16.852,off_line,0.0424,NaN,0.05,0.0,0.0,0.8572,1
16.886,off_line,0.0476,NaN,0.05,0.0,0.0,0.8669,1
16.916,off_line,0.0476,NaN,0.05,0.0,0.0,0.8669,1
16.964,off_line,0.0549,NaN,0.05,0.0,0.0,0.8725,1
16.998,off_line,0.0525,NaN,0.05,0.0,0.0,0.8712,1
17.028,off_line,0.0649,NaN,0.05,0.0,0.0,0.8427,1
17.061,off_line,0.0649,NaN,0.05,0.0,0.0,0.8427,1
17.124,off_line,0.0487,NaN,0.05,0.0,0.0,0.867,1
17.158,off_line,0.0448,NaN,0.05,0.0,0.0,0.8755,1
17.189,off_line,0.0448,NaN,0.05,0.0,0.0,0.8755,1
17.221,off_line,0.0523,NaN,0.05,0.0,0.0,0.8575,1
17.253,off_line,0.0523,NaN,0.05,0.0,0.0,0.8534,1
17.284,off_line,0.0509,NaN,0.05,0.0,0.0,0.8963,1
17.317,off_line,0.0509,NaN,0.05,0.0,0.0,0.8963,1
17.363,off_line,0.0589,NaN,0.05,0.0,0.0,0.8787,1
17.396,off_line,0.0553,NaN,0.05,0.0,0.0,0.8813,1
17.429,off_line,0.0553,NaN,0.05,0.0,0.0,0.8813,1
17.461,off_line,0.081,NaN,0.05,0.0,0.0,0.8494,1
17.492,off_line,0.0595,NaN,0.05,0.0,0.0,0.88,1
17.528,off_line,0.0595,NaN,0.05,0.0,0.0,0.88,1
17.556,off_line,0.0552,NaN,0.05,0.0,0.0,0.8691,1
17.589,off_line,0.0512,NaN,0.05,0.0,0.0,0.8745,1
17.622,off_line,0.0512,NaN,0.05,0.0,0.0,0.8745,1
17.653,off_line,0.0619,NaN,0.05,0.0,0.0,0.864,1
17.685,off_line,0.0516,NaN,0.05,0.0,0.0,0.8745,1
17.716,off_line,0.0516,NaN,0.05,0.0,0.0,0.8745,1
17.764,off_line,0.0608,NaN,0.05,0.0,0.0,0.8565,1
17.796,off_line,0.053,NaN,0.05,0.0,0.0,0.8705,1
17.829,off_line,0.053,NaN,0.05,0.0,0.0,0.8705,1
17.86,off_line,0.0672,NaN,0.05,0.0,0.0,0.8495,1
17.894,off_line,0.0571,NaN,0.05,0.0,0.0,0.8637,1
17.925,off_line,0.0571,NaN,0.05,0.0,0.0,0.8637,1
17.956,off_line,0.0541,NaN,0.05,0.0,0.0,0.8792,1
17.989,off_line,0.0647,NaN,0.05,0.0,0.0,0.8574,1
18.019,off_line,0.0647,NaN,0.05,0.0,0.0,0.8574,1
18.052,off_line,0.0522,NaN,0.05,0.0,0.0,0.8752,1
18.085,off_line,0.0536,NaN,0.05,0.0,0.0,0.8816,1
18.115,off_line,0.0536,NaN,0.05,0.0,0.0,0.8816,1
18.163,off_line,0.0593,NaN,0.05,0.0,0.0,0.8822,1
18.195,off_line,0.055,NaN,0.05,0.0,0.0,0.8874,1
18.229,off_line,0.0618,NaN,0.05,0.0,0.0,0.8694,1
18.26,off_line,0.0508,NaN,0.05,0.0,0.0,0.8892,1
18.293,off_line,0.0508,NaN,0.05,0.0,0.0,0.8892,1
18.326,off_line,0.0454,NaN,0.05,0.0,0.0,0.8837,1
18.356,off_line,0.0465,NaN,0.05,0.0,0.0,0.8805,1
18.389,off_line,0.0433,NaN,0.05,0.0,0.0,0.8855,1
18.42,off_line,0.0433,NaN,0.05,0.0,0.0,0.8855,1
18.453,off_line,0.065,NaN,0.05,0.0,0.0,0.8488,1
18.484,off_line,0.0447,NaN,0.05,0.0,0.0,0.8746,1
18.517,off_line,0.0447,NaN,0.05,0.0,0.0,0.8746,1
18.564,off_line,0.045,NaN,0.05,0.0,0.0,0.8798,1
18.597,off_line,0.054,NaN,0.05,0.0,0.0,0.8718,1
18.628,off_line,0.054,NaN,0.05,0.0,0.0,0.8718,1
18.66,off_line,0.0438,NaN,0.05,0.0,0.0,0.8896,1
18.693,off_line,0.0525,NaN,0.05,0.0,0.0,0.8774,1
18.727,off_line,0.0525,NaN,0.05,0.0,0.0,0.8774,1
18.756,off_line,0.0581,NaN,0.05,0.0,0.0,0.865,1
18.819,off_line,0.0532,NaN,0.05,0.0,0.0,0.8805,1
18.854,off_line,0.0465,NaN,0.05,0.0,0.0,0.8875,1
18.887,off_line,0.0465,NaN,0.05,0.0,0.0,0.8875,1
18.916,off_line,0.032,NaN,0.05,0.0,0.0,0.903,1
18.964,off_line,0.0407,NaN,0.05,0.0,0.0,0.9032,1
18.997,off_line,0.0407,NaN,0.05,0.0,0.0,0.9032,1
19.031,off_line,0.0431,NaN,0.05,0.0,0.0,0.8999,1
19.06,off_line,0.0368,NaN,0.05,0.0,0.0,0.9018,1
19.094,off_line,0.0368,NaN,0.05,0.0,0.0,0.9018,1
19.124,off_line,0.0531,NaN,0.05,0.0,0.0,0.8836,1
19.156,off_line,0.0534,NaN,0.05,0.0,0.0,0.8811,1
19.191,off_line,0.0539,NaN,0.05,0.0,0.0,0.8774,1
19.22,off_line,0.0539,NaN,0.05,0.0,0.0,0.8774,1
19.253,off_line,0.0484,NaN,0.05,0.0,0.0,0.8828,1
19.286,off_line,0.0419,NaN,0.05,0.0,0.0,0.8866,1
19.316,off_line,0.0419,NaN,0.05,0.0,0.0,0.8866,1
19.363,off_line,0.0407,NaN,0.05,0.0,0.0,0.8953,1
19.396,off_line,0.0317,NaN,0.05,0.0,0.0,0.9065,1
19.43,off_line,0.0317,NaN,0.05,0.0,0.0,0.9065,1
19.463,off_line,0.036,NaN,0.05,0.0,0.0,0.9059,1
19.493,off_line,0.0304,NaN,0.05,0.0,0.0,0.9209,1
19.526,off_line,0.0304,NaN,0.05,0.0,0.0,0.9209,1
19.559,off_line,0.0407,NaN,0.05,0.0,0.0,0.8983,1
19.59,off_line,0.037,NaN,0.05,0.0,0.0,0.9018,1
19.62,off_line,0.037,NaN,0.05,0.0,0.0,0.9018,1
19.652,off_line,0.0459,NaN,0.05,0.0,0.0,0.8941,1
19.685,off_line,0.0514,NaN,0.05,0.0,0.0,0.877,1
19.716,off_line,0.0514,NaN,0.05,0.0,0.0,0.877,1
19.764,off_line,0.0366,NaN,0.05,0.0,0.0,0.8866,1
19.795,off_line,0.0399,NaN,0.05,0.0,0.0,0.8865,1
19.829,off_line,0.0399,NaN,0.05,0.0,0.0,0.8865,1
19.861,off_line,0.039,NaN,0.05,0.0,0.0,0.8967,1
19.894,off_line,0.0343,NaN,0.05,0.0,0.0,0.9001,1
19.926,off_line,0.0474,NaN,0.05,0.0,0.0,0.8836,1
19.956,off_line,0.0474,NaN,0.05,0.0,0.0,0.8836,1
19.989,off_line,0.0443,NaN,0.05,0.0,0.0,0.8968,1
20.021,off_line,0.0443,NaN,0.05,0.0,0.0,0.8968,1
20.052,off_line,0.0431,NaN,0.05,0.0,0.0,0.8941,1
20.085,off_line,0.0452,NaN,0.05,0.0,0.0,0.902,1
20.115,off_line,0.0452,NaN,0.05,0.0,0.0,0.902,1
20.163,off_line,0.0572,NaN,0.05,0.0,0.0,0.885,1
20.197,off_line,0.0487,NaN,0.05,0.0,0.0,0.8923,1
20.228,off_line,0.0487,NaN,0.05,0.0,0.0,0.8923,1
20.261,off_line,0.0597,NaN,0.05,0.0,0.0,0.8857,1
20.294,off_line,0.0565,NaN,0.05,0.0,0.0,0.8864,1
20.325,off_line,0.0565,NaN,0.05,0.0,0.0,0.8864,1
20.357,off_line,0.051,NaN,0.05,0.0,0.0,0.891,1
20.389,off_line,0.0419,NaN,0.05,0.0,0.0,0.899,1
20.42,off_line,0.0419,NaN,0.05,0.0,0.0,0.899,1
20.452,off_line,0.0482,NaN,0.05,0.0,0.0,0.8819,1
20.515,off_line,0.0449,NaN,0.05,0.0,0.0,0.8972,1
20.563,off_line,0.0449,NaN,0.05,0.0,0.0,0.8972,1
20.598,off_line,0.0772,NaN,0.05,0.0,0.0,0.8392,1
20.628,off_line,0.0753,NaN,0.05,0.0,0.0,0.8523,1
20.661,off_line,0.0753,NaN,0.05,0.0,0.0,0.8523,1
20.694,right,0.3816,NaN,0.2832,1.0,60.0,0.3294,0
20.725,off_line,0.2089,NaN,0.05,0.0,60.0,0.6101,1
20.756,off_line,0.2089,NaN,0.05,0.0,0.0,0.6101,1
20.79,off_line,0.1125,NaN,0.05,0.0,0.0,0.8173,1
20.822,off_line,0.0881,NaN,0.05,0.0,0.0,0.8449,1
20.851,off_line,0.0881,NaN,0.05,0.0,0.0,0.8449,1
20.886,off_line,0.0794,NaN,0.05,0.0,0.0,0.8628,1
20.916,off_line,0.0674,NaN,0.05,0.0,0.0,0.8702,1
20.964,off_line,0.0674,NaN,0.05,0.0,0.0,0.8702,1
20.997,off_line,0.0698,NaN,0.05,0.0,0.0,0.879,1
21.027,off_line,0.0769,NaN,0.05,0.0,0.0,0.8656,1
21.062,off_line,0.0769,NaN,0.05,0.0,0.0,0.8656,1
21.095,off_line,0.0772,NaN,0.05,0.0,0.0,0.8705,1
21.127,off_line,0.0802,NaN,0.05,0.0,0.0,0.849,1
21.157,off_line,0.0802,NaN,0.05,0.0,0.0,0.849,1
21.19,off_line,0.0754,NaN,0.05,0.0,0.0,0.8569,1
21.222,off_line,0.0642,NaN,0.05,0.0,0.0,0.8644,1
21.253,off_line,0.0642,NaN,0.05,0.0,0.0,0.8644,1
21.286,off_line,0.0774,NaN,0.05,0.0,0.0,0.83,1
21.317,off_line,0.0837,NaN,0.05,0.0,0.0,0.8245,1
21.363,off_line,0.0659,NaN,0.05,0.0,0.0,0.8442,1
21.396,off_line,0.0659,NaN,0.05,0.0,0.0,0.8442,1
21.428,off_line,0.0476,NaN,0.05,0.0,0.0,0.8711,1
21.461,off_line,0.0514,NaN,0.05,0.0,0.0,0.8706,1
21.495,off_line,0.0514,NaN,0.05,0.0,0.0,0.8706,1
21.525,off_line,0.0426,NaN,0.05,0.0,0.0,0.8547,1
21.558,off_line,0.0442,NaN,0.05,0.0,0.0,0.8458,1
21.589,off_line,0.0442,NaN,0.05,0.0,0.0,0.8458,1
21.62,off_line,0.0477,NaN,0.05,0.0,0.0,0.8173,1
21.651,off_line,0.047,NaN,0.05,0.0,0.0,0.8181,1
21.684,off_line,0.0413,NaN,0.05,0.0,0.0,0.8212,1
21.717,off_line,0.0444,NaN,0.05,0.0,0.0,0.8132,1
21.763,off_line,0.0444,NaN,0.05,0.0,0.0,0.8132,1
21.798,off_line,0.0361,NaN,0.05,0.0,0.0,0.8253,1
21.828,off_line,0.0349,NaN,0.05,0.0,0.0,0.8532,1
21.862,off_line,0.0312,NaN,0.05,0.0,0.0,0.8717,1
21.894,off_line,0.0312,NaN,0.05,0.0,0.0,0.8717,1
21.924,off_line,0.0334,NaN,0.05,0.0,0.0,0.867,1
21.956,off_line,0.0369,NaN,0.05,0.0,0.0,0.8623,1
21.989,off_line,0.0347,NaN,0.05,0.0,0.0,0.8432,1
22.02,off_line,0.0347,NaN,0.05,0.0,0.0,0.8432,1
22.053,off_line,0.045,NaN,0.05,0.0,0.0,0.8235,1
22.085,off_line,0.0395,NaN,0.05,0.0,0.0,0.8376,1
22.116,off_line,0.0395,NaN,0.05,0.0,0.0,0.8376,1
22.164,off_line,0.0425,NaN,0.05,0.0,0.0,0.8336,1
22.197,off_line,0.0321,NaN,0.05,0.0,0.0,0.8588,1
22.259,off_line,0.0321,NaN,0.05,0.0,0.0,0.8588,1
22.292,off_line,0.0227,NaN,0.05,0.0,0.0,0.8749,1
22.326,off_line,0.0235,NaN,0.05,0.0,0.0,0.8753,1
22.357,off_line,0.019,NaN,0.05,0.0,0.0,0.9071,1
22.39,off_line,0.0255,NaN,0.05,0.0,0.0,0.8888,1
22.42,off_line,0.0255,NaN,0.05,0.0,0.0,0.8888,1
22.453,off_line,0.0425,NaN,0.05,0.0,0.0,0.8578,1
22.485,off_line,0.0453,NaN,0.05,0.0,0.0,0.8532,1
22.516,off_line,0.0453,NaN,0.05,0.0,0.0,0.8532,1
22.563,off_line,0.0439,NaN,0.05,0.0,0.0,0.825,1
22.596,off_line,0.0318,NaN,0.05,0.0,0.0,0.8541,1
22.629,off_line,0.0318,NaN,0.05,0.0,0.0,0.8541,1
22.66,off_line,0.0282,NaN,0.05,0.0,0.0,0.858,1
22.692,off_line,0.0361,NaN,0.05,0.0,0.0,0.8174,1
22.725,off_line,0.0361,NaN,0.05,0.0,0.0,0.8174,1
22.757,off_line,0.0241,NaN,0.05,0.0,0.0,0.8602,1
22.788,off_line,0.0229,NaN,0.05,0.0,0.0,0.8804,1
22.821,off_line,0.0291,NaN,0.05,0.0,0.0,0.8742,1
22.853,off_line,0.0291,NaN,0.05,0.0,0.0,0.8742,1
22.884,off_line,0.0285,NaN,0.05,0.0,0.0,0.8598,1
22.916,off_line,0.0365,NaN,0.05,0.0,0.0,0.8426,1
22.964,off_line,0.0365,NaN,0.05,0.0,0.0,0.8426,1
22.998,off_line,0.039,NaN,0.05,0.0,0.0,0.8196,1
23.028,off_line,0.0344,NaN,0.05,0.0,0.0,0.7978,1
23.062,off_line,0.0413,NaN,0.05,0.0,0.0,0.8083,1
23.094,off_line,0.0413,NaN,0.05,0.0,0.0,0.8083,1
23.124,off_line,0.0405,NaN,0.05,0.0,0.0,0.8135,1
23.156,off_line,0.0395,NaN,0.05,0.0,0.0,0.8161,1
23.189,off_line,0.0383,NaN,0.05,0.0,0.0,0.8147,1
23.219,off_line,0.0383,NaN,0.05,0.0,0.0,0.8147,1
23.252,off_line,0.0311,NaN,0.05,0.0,0.0,0.8695,1
23.285,off_line,0.0355,NaN,0.05,0.0,0.0,0.8601,1
23.316,off_line,0.0355,NaN,0.05,0.0,0.0,0.8601,1
23.363,off_line,0.0363,NaN,0.05,0.0,0.0,0.8742,1
23.396,off_line,0.0363,NaN,0.05,0.0,0.0,0.8742,1
23.429,off_line,0.0485,NaN,0.05,0.0,0.0,0.8228,1
23.461,off_line,0.0529,NaN,0.05,0.0,0.0,0.8387,1
23.492,off_line,0.0529,NaN,0.05,0.0,0.0,0.8387,1
23.524,off_line,0.0467,NaN,0.05,0.0,0.0,0.8234,1
23.56,off_line,0.0334,NaN,0.05,0.0,0.0,0.8291,1
23.589,off_line,0.0334,NaN,0.05,0.0,0.0,0.8291,1
23.62,off_line,0.037,NaN,0.05,0.0,0.0,0.8347,1
23.653,off_line,0.0286,NaN,0.05,0.0,0.0,0.8106,1
23.685,off_line,0.0286,NaN,0.05,0.0,0.0,0.8106,1
23.716,off_line,0.0251,NaN,0.05,0.0,0.0,0.8626,1
23.764,off_line,0.0313,NaN,0.05,0.0,0.0,0.8468,1
23.796,off_line,0.0313,NaN,0.05,0.0,0.0,0.8468,1
23.828,off_line,0.0274,NaN,0.05,0.0,0.0,0.8793,1
23.861,off_line,0.0382,NaN,0.05,0.0,0.0,0.8746,1
23.924,off_line,0.0382,NaN,0.05,0.0,0.0,0.8746,1
23.957,off_line,0.043,NaN,0.05,0.0,0.0,0.8577,1
23.99,off_line,0.0473,NaN,0.05,0.0,0.0,0.848,1
24.02,off_line,0.0473,NaN,0.05,0.0,0.0,0.848,1
24.053,off_line,0.0428,NaN,0.05,0.0,0.0,0.8382,1
24.084,off_line,0.0407,NaN,0.05,0.0,0.0,0.8319,1
24.116,off_line,0.0407,NaN,0.05,0.0,0.0,0.8319,1
24.164,off_line,0.0462,NaN,0.05,0.0,0.0,0.8252,1
24.196,off_line,0.0389,NaN,0.05,0.0,0.0,0.8202,1
24.229,off_line,0.0389,NaN,0.05,0.0,0.0,0.8202,1
24.261,off_line,0.0407,NaN,0.05,0.0,0.0,0.8306,1
24.293,off_line,0.0362,NaN,0.05,0.0,0.0,0.8447,1
24.327,off_line,0.0362,NaN,0.05,0.0,0.0,0.8447,1
24.356,off_line,0.029,NaN,0.05,0.0,0.0,0.8778,1
24.389,off_line,0.0368,NaN,0.05,0.0,0.0,0.8648,1
24.42,off_line,0.0368,NaN,0.05,0.0,0.0,0.8648,1
24.452,off_line,0.0355,NaN,0.05,0.0,0.0,0.8603,1
24.485,off_line,0.0579,NaN,0.05,0.0,0.0,0.796,1
24.516,off_line,0.0579,NaN,0.05,0.0,0.0,0.796,1
24.563,off_line,0.0472,NaN,0.05,0.0,0.0,0.8116,1
24.596,off_line,0.0532,NaN,0.05,0.0,0.0,0.8017,1
24.628,off_line,0.0532,NaN,0.05,0.0,0.0,0.8017,1
24.661,off_line,0.0535,NaN,0.05,0.0,0.0,0.7985,1
24.693,off_line,0.0412,NaN,0.05,0.0,0.0,0.7897,1
24.725,off_line,0.0386,NaN,0.05,0.0,0.0,0.8181,1
24.758,off_line,0.0386,NaN,0.05,0.0,0.0,0.8181,1
24.789,off_line,0.0334,NaN,0.05,0.0,0.0,0.842,1
24.822,off_line,0.035,NaN,0.05,0.0,0.0,0.8542,1
24.853,off_line,0.0289,NaN,0.05,0.0,0.0,0.8743,1
24.885,off_line,0.0289,NaN,0.05,0.0,0.0,0.8743,1
24.916,off_line,0.0313,NaN,0.05,0.0,0.0,0.882,1
24.963,off_line,0.0386,NaN,0.05,0.0,0.0,0.8642,1
24.997,off_line,0.0386,NaN,0.05,0.0,0.0,0.8642,1
25.029,off_line,0.0516,NaN,0.05,0.0,0.0,0.837,1
25.061,off_line,0.0516,NaN,0.05,0.0,0.0,0.837,1
25.094,off_line,0.0492,NaN,0.05,0.0,0.0,0.8284,1
25.127,off_line,0.05,NaN,0.05,0.0,0.0,0.8236,1
25.156,off_line,0.0402,NaN,0.05,0.0,0.0,0.834,1
25.188,off_line,0.0402,NaN,0.05,0.0,0.0,0.834,1
25.219,off_line,0.0296,NaN,0.05,0.0,0.0,0.8489,1
25.253,off_line,0.0352,NaN,0.05,0.0,0.0,0.8435,1
25.283,off_line,0.0352,NaN,0.05,0.0,0.0,0.8435,1
25.316,off_line,0.0384,NaN,0.05,0.0,0.0,0.8293,1
25.348,off_line,0.0366,NaN,0.05,0.0,0.0,0.8677,1
25.395,off_line,0.0358,NaN,0.05,0.0,0.0,0.8683,1
25.428,off_line,0.0358,NaN,0.05,0.0,0.0,0.8683,1
25.46,off_line,0.0477,NaN,0.05,0.0,0.0,0.8468,1
25.493,off_line,0.0505,NaN,0.05,0.0,0.0,0.8299,1
25.524,off_line,0.0998,NaN,0.05,0.0,0.0,0.8068,1
25.589,right,0.7445,NaN,0.2197,1.0,60.0,0.2158,0
25.652,right,0.9607,NaN,0.1819,1.0,0.0,0.0273,0
25.684,right,0.9408,NaN,0.1854,0.2817,43.1009,0.0141,0
25.716,right,0.9408,NaN,0.1854,0.3769,5.7168,0.0141,0
25.764,right,0.9654,NaN,0.181,0.505,7.6838,0.0044,0
25.796,right,0.9674,NaN,0.1807,0.3976,6.4466,0.0025,0
25.828,right,0.9674,NaN,0.1807,0.3881,0.5696,0.0025,0
25.861,right,0.9923,NaN,0.1763,0.5175,7.7695,0.0002,0
25.894,right,0.9949,NaN,0.1759,0.4118,6.3433,0.0,0
25.924,right,0.9983,NaN,0.1753,0.4173,0.3308,0.0,0
25.957,right,0.9983,NaN,0.1753,0.4011,0.9759,0.0,0
25.988,right,0.9956,142.39,0.1758,0.387,0.8468,0.0,0
26.021,right,0.9947,129.36,0.1759,0.3957,0.5231,0.0,0
26.053,right,0.9888,112.64,0.177,0.3694,1.5777,0.0,0
26.085,right,0.9888,112.64,0.177,0.3979,1.7119,0.0,0
26.116,right,0.9513,NaN,0.1835,0.203,11.6925,0.0,0
26.163,right,0.8636,NaN,0.1989,-0.0725,16.5297,0.0,0
26.196,right,0.624,NaN,0.2408,-0.898,49.5358,0.0,0
26.231,right,0.624,NaN,0.2408,0.2525,69.0332,0.0,0
26.262,left,-0.8074,NaN,0.2087,-1.0,75.1503,0.0,0
26.292,left,-0.9276,NaN,0.1877,-0.9455,3.2729,0.0,0
26.325,left,-0.9739,-97.86,0.1796,-0.6093,20.1676,0.0,0
26.357,left,-0.9739,-97.86,0.1796,-0.3873,13.3232,0.0,0
26.389,left,-0.9986,-140.27,0.1752,-0.5158,7.7109,0.0,0
26.421,left,-0.9991,NaN,0.1752,-0.4001,6.9431,0.0,0
26.452,left,-0.9991,NaN,0.1752,-0.3978,0.1335,0.0,0
